,listing_id,id,date,reviewer_id,reviewer_name,comments
425,3820211,216322914,2017-12-03,8275453,Sarah,Excellent place to stay in the heart of the city.
17852,54369238,1533272516,2023-07-16,503302259,Marcella,"My family and I enjoyed Allen’s place. Very comfortable, great parking, and quiet area."
18864,585428096,1059520041,2023-02-06,1525990,Keely,"Lori was a wonderful host and her apartment is gorgeous. It accommodated 6 people comfortably and we loved the location. She was nice enough to give us a parking permit for the street outside, but the other two cars found parking around the corner with no issue. Thank you Lori! If we need a place in Albany again, we will definitely be back!"
21747,-134792567,-740966040,2023-10-22,113691430,Samrawi,She was very responsive when we first moved in and was able to accommodate us. I would stay there again in the future.
12807,44180048,801231434,2022-01-08,148160152,Brianna,"Our second time staying in a room hosted by Lloyd, and it was great as expected!! The place was clean and Lloyd was very helpful in making sure our needs were met :) Lloyd’s places are always the perfect option for us, and we will be staying in one of these rooms again!!"
17352,53567589,-1882683024,2023-08-01,82058692,Kathleen,"Brian was a great host. Very responsive and helpful.  The apartment is comfortable, spacious, nicely decorated and with comfortable furniture.  We could see a garden like area out the back window but we could not find access to it. There was plenty of light, and the apartment was cool even without the air conditioning.  We felt secure in the neighborhood, and it had a lot of interesting architecture and restaurants/bars. There is a beautiful, very large park nearby within easy walking distance. There was a fair presence in the neighborhood of people who seemed either on or in need of drug treatment but other than asking for small donations they were in no way threatening.  Brian helped us obtain permit parking near the apartment and that was very helpful.  We would recommend this apartment to other airbnb guests who are comfortable in an urban setting."
17189,53483727,-2146746949,2023-07-25,338744303,Karine,Très bonne communication. Fidèle à la description. Notre famille a passé un bon séjour.
4693,20518708,518927507,2019-08-27,245215962,Sughan Richardson,The place was amazing with amazing amenities <br/>I booked this place for a month for my parents for the summer<br/>The host was available like whenever we made a call<br/>The place was so good and it made me feel home <br/>I especially loved the shower place and the living room<br/>The place was too good for the price we paid<br/>And I’m sure even hotels won’t provide many amenities like this place and maintain the cleanliness for their tenants<br/>Surely will book again if needed
9251,32279028,-1479592330,2022-06-26,464621552,Jonathan,Thank you
13806,45529447,-1789434630,2023-03-09,39472654,Brian,Linda's place was exactly as advertised. Clean and spotless. The bed I slept in was comfortable and the location was easy to walk to the places I needed to get to. Ample free parking out front. Would stay here again on future trips.
14283,47408047,-788950376,2022-01-07,196735177,Monique,"We're definitely going to be returning each time we're in Albany!! It was clean, had everything we needed and the perfect location. Check in was quick and a breeze"
11976,40828178,750967969,2021-04-22,388152391,Holly,Lloyd is an exceptional host. Staying at one of Lloyd’s properties guarantees a pleasant stay.
16382,52359404,-1549074715,2023-06-19,519489027,Kenton,"Beautiful spot and great host, clean and nice location as well. No complaints at all"
12162,42092736,-723082577,2022-02-06,439388310,Monayam,"Everything was good . John is a good guy friendly.<br/>House is also good. I had to change my schedule 2times john accepted my request, He is very good man.<br/>One thing bothered  me, it was cat. She made sound all the night because of that cannot sleep well. <br/>Rest of the things were good. <br/>Thank you."
15918,51592836,-1478192364,2023-05-29,408254676,Alex,"Really enjoyed staying in this historic apartment! Communicating with David was super easy. The hosts have stocked the Airbnb with all the basics (ex: bathroom with shampoos/conditioners, kitchen with coffee/tea). <br/>Other notes:<br/>Easy to find parking on the street.<br/>Had AC/fan as well as extra blankets if it was too cold."
18347,-819358965,-820801800,2023-02-20,105715498,Aicha,very large place definitely lager then I expected. loved the  beautiful views. the park across the street was beautiful
10356,34330970,2009590368,2023-12-16,527141141,William,Had a great time was an awesome place to kick back for the night play some pool and hop in the hot tub!!
14443,47828453,1806380032,2022-07-06,208684779,Amir Arsalan,"Everything’s alright only complaint is that you have to park behind the building and walk around the whole building and gotta unlock two really heavy doors and walk up 3 flight of stairs every to get back to your place, so if your an older person would not recommend"
4111,16531782,132267385,2022-08-24,176630662,Jane,"Liz’s place is very sweet and cozy. Its old and eclectic, but that’s part of the charm. For the price it’s a great value. It’s in a lovely setting on a small park in a very nice neighborhood. Everything needed for a short or long stay is included … even use of an unground pool. It’s a great use of space with all the essentials to cook your own meals. The bed is super comfy. There is a great TV (with a Netflix account). Liz’s communication was always prompt and helpful."
9912,33558235,749968388,2021-04-18,372556986,Chaofan,Great host with prompt communication and hospitality. Good value and location was close to the highway and bus. A historical brownstone apartment so the interior is a bit aged. Only reason for criticism is that the bed frames need to be replaced due to loud squeaking.
17452,53645427,843344907,2023-06-28,35005303,Kaila,Beautiful second floor walkup! Great for small stretches or longer stays. The bathtub is amazing as well as the sunroom in the master bedroom. Linda was very helpful and responsive.
3214,11253948,68260616,2021-08-15,54073143,Rachel,"Peter was great to work with and very communicative. He checked in to make sure we had everything we needed. The parking was easy and on a quiet street with a perfect location near the stadium. Plenty of room and comfortable sleeping arrangements. Overall, very happy with the property!"
29,1489424,18035206,2014-08-20,6570233,Petko,"Efrat and Dan were extremely welcoming and beyond finding an excellent accommodation, we found two new friends in town. Highly recommending to stay with them."
15322,50211226,-1344430345,2022-06-23,459961152,Jason,"Excellent place to stay with excellent hosts!  Description and photos of the studio are fantastic<br/>and represent the place well.  The place is a gem along with the hosts.  Communication with Jake and Kate was awesome!  They were very accommodating and were an excellent resource for areas to check out and explore.  We highly recommend their studio and would come back again.  We had an awesome experience, thank you Jake and Kate!"
1833,9005989,510081220,2019-08-15,236301361,William,Awesome place located right in Albany.  Within walking distance of restaurants.  Next time I plan a trip to Albany I would stay here again.  Amazing all around.
14159,46894493,1234620309,2023-12-11,39350665,Stacy,Dan was very accommodating and helpful. The home is just lovely and comfortable.  Hope to return next visit.<br/>😊
